Listing_type,URL,Bedrooms,Bathrooms,Area_sqm,Price_monthly,Price_annualy,Sale_price,Furnished,Pool,Floor,Floor_type,Location,Description,Specialities,apartment_id
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-214%D9%85/HMM-S-5612,3.0,3.0,214.0,,,125000.0,0,0,طابق أول,Normal,"حي الصحابة,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - بلكونة - غرفة خادمة و غرفة غسيل,,155
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D8%A8%D8%B1%D8%A7%D8%AC-%D8%A8%D9%88%D9%84%D9%8A%D9%81%D8%A7%D8%AF%D8%B1%D8%AF-%D8%A7%D9%84%D8%B9%D8%A8%D8%AF%D9%84%D9%8A/HMM-S-5641,2.0,3.0,126.0,,,240000.0,0,1,طابق سادس,Duplex,"العبدلي,  عمان,  الأردن",غرف نوم ماسترعدد 2 - حمامات عدد 3 - غرفة معيشه - مطبخ - بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - تكييف مركزي - تدفئه مركزية - مطبخ راكب - خزائن بالحائط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,156
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-200%D9%85/HMM-S-5650,3.0,4.0,200.0,,,158000.0,0,0,طابق أول,Normal,"حي الصحابة,  عمان,  الأردن",غرف نوم عدد 3 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - تاسيس تكييف - تدفئه تحت البلاط على الغاز - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبرديلوكس,157
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-200%D9%85/HMM-S-5655,3.0,4.0,200.0,,,168000.0,0,0,طابق أرضي,,"حي الصحابة,  عمان,  الأردن",غرف نوم عدد 3 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - مخزن - غرفة خادمه وغرفة غسيل - كراج - مداخل عدد 2,ارضيات بورسلان - تاسيس تكييف - تدفئه تحت البلاط على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,158
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AE%D9%84%D8%AF%D8%A7-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-255%D9%85/HMM-S-5678,3.0,3.0,255.0,,,170000.0,0,0,طابق أول,Normal,"خلدا,  عمان,  الأردن",غرف نوم عدد 3 (2 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - بلكونة - غرفة خادمة و غرفة غسيل - مخزن - كراج,ارضيات رخام - وحدات تكييف - تدفئه - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات ديلوكس,159
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-250%D9%85/HMM-S-5700,3.0,5.0,250.0,,,215000.0,0,0,طابق أخير مع روف,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 5 ndash; صالون ndash; غرف معيشه عدد 2 - مطبخ - ترس - بلكونة - مخزن - غرفة خادمه و غرفة غسيل - كراج,"السعر: 215,000 دينار اردني",160
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-170%D9%85/HMM-S-5765,3.0,3.0,340.0,,,295000.0,0,0,روف,Full Floor,"الظهير,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - ترس عدد 3 - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان + رخام - تكييف مركزي - تدفئة تحت البلاط على الغاز - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,161
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-240%D9%85/HMM-S-5777,4.0,5.0,240.0,,,190000.0,0,0,طابق أول,Normal,"دير غبار,  عمان,  الأردن",غرف نوم عدد 4 ( 2 ماستر) - حمامات عدد 5 - صالون - غرفة معيشه - مطبخ - بلكونة عدد 2 - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئة على الغاز- ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,162
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-218%D9%85/HMM-S-5801,3.0,4.0,218.0,,,190000.0,0,0,طابق ثاني,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة خادمة و غرفة غسيل - مخزن - كراج,ارضيات رخام - تاسيس تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,163
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9%D9%84%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-218%D9%85/HMM-S-5807,3.0,4.0,218.0,,,190000.0,0,0,طابق أرضي,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - بلكونه - غرفة خادمة و غرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات رخام - تاسيس تكييف - تدفئة تحت البلاط على الغاز - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,164
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-220%D9%85/HMM-S-5808,3.0,4.0,220.0,,,210000.0,0,0,طابق أرضي,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة و غرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات رخام - تاسيس تكييف - تدفئة تحت البلاط على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,165
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-220%D9%85/HMM-S-5809,3.0,4.0,220.0,,,190000.0,0,0,طابق أول,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة خادمة و غرفة غسيل - مخزن - كراج,ارضيات رخام - تاسيس تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,166
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-210%D9%85/HMM-S-5829,3.0,3.0,210.0,,,8.0,0,0,طابق أرضي,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة و غرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,167
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-210%D9%85/HMM-S-5830,3.0,3.0,210.0,,,210000.0,0,0,طابق ثاني,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة خادمة و غرفة غسيل - مخزن - كراج,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,168
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-210%D9%85/HMM-S-5831,3.0,3.0,210.0,,,8.0,0,0,تسوية أولى,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة و غرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات بورسلان - تكييف مركزي + وحدات - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,169
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B1%D8%AC%D9%85-%D8%B9%D9%85%D9%8A%D8%B4%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-250%D9%85/HMM-S-5837,3.0,5.0,200.0,,,255000.0,0,0,طابق أخير مع روف,Duplex,"رجم عميش,  عمان,  الأردن",غرف نوم عدد 3 ( 2 ماستر) - حمامات عدد 5 - صالون - غرف معيشة عدد 2 - مطبخ - ترس - بلكونة - مخزن - غرفة خادمه وغرفة غسيل - كراج - مداخل عدد 2,ارضيات بورسلان + رخام - وحدات تكييف - تدفئه على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبرديلوكس,170
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-440%D9%85/HMM-S-5842,4.0,5.0,230.0,,,440000.0,0,0,روف,Full Floor,"دابوق,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 5 - صالون - غرفة معيشه - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان + سيراميك - تكييف مركزي - تدفئة تحت البلاط - ديكورات جبصين + خشبية - حجرية - حمامات معلقة - شاور بوكس - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل,171
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-375%D9%85/HMM-S-5843,3.0,4.0,175.0,,,320000.0,0,0,روف,Full Floor,"دابوق,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات بورسلان + سيراميك - تكييف مركزي - تدفئة تحت البلاط - ديكورات جبصين + خشبية - حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - انارة مخفية - زجاج دبل,172
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-340%D9%85/HMM-S-5844,3.0,4.0,200.0,,,280000.0,0,0,روف,Full Floor,"دابوق,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج عدد 2 - مداخل عدد 2,ارضيات بورسلان + سيراميك - تكييف مركزي - تدفئة تحت البلاط - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - انارة مخفية - زجاج دبل,173
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-380%D9%85/HMM-S-5845,3.0,4.0,190.0,,,380000.0,0,0,روف,Full Floor,"دابوق,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,تكييف مركزي + تاسيس - تدفئة تحت البلاط - ديكورات جبصين + خشبية - حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - ابواب امان - كاميرات مراقبة - انارة مخفية,174
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-190%D9%85/HMM-S-5846,3.0,4.0,190.0,,,300000.0,0,0,طابق أرضي,Normal,"دابوق,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,تكييف مركزي + تأسيس - تدفئة تحت البلاط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل,175
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-220%D9%85/HMM-S-5855,3.0,5.0,220.0,,,325000.0,0,0,طابق أرضي,Normal,"دابوق,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 5 - صالون - غرفة معيشه - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,تكييف مركزي + تأسيس - تدفئة تحت البلاط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل,176
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%85-%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-283%D9%85/HMM-S-5887,3.0,5.0,283.0,,,295000.0,0,0,طابق أول,Normal,"ام السماق,  عمان,  الأردن",غرف نوم عدد 3 ( 2 ماستر) - حمامات عدد 5 - صالون - غرفة معيشة - مطبخ - بلكونة عدد 2 - مخزن - غرفة خادمه وغرفة غسيل - كراج,ارضيات بورسلان - وحدات تكييف - مطبخ راكب (تفصيل) - خزائن عادية + بالحائط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,177
