Listing_type,URL,Bedrooms,Bathrooms,Area_sqm,Price_monthly,Price_annualy,Sale_price,Furnished,Pool,Floor,Floor_type,Location,Description,Specialities,apartment_id
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-215%D9%85/HMM-S-8446,3.0,5.0,215.0,,,255000.0,0,0,طابق أول,Normal,"دير غبار,  عمان,  الأردن",3 غرف نوم ماستر - 5 حمامات - صالون - غرفة معيشة - مخزن - غرفة خادمة وغرفة غسيل - بلكونة - كراج,,694
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-215%D9%85/HMM-S-8447,3.0,5.0,215.0,,,320000.0,0,0,طابق أرضي,Normal,"دير غبار,  عمان,  الأردن",3 غرف نوم ماستر - 5 حمامات - صالون - غرفة معيشة - مخزن - غرفة خادمة وغرفة غسيل - بلكونة - 2 مدخل - كراج,,695
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%88-%D9%83%D8%B1%D8%A7%D8%AC-%D8%AE%D8%A7%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B1%D8%AC%D9%85-%D8%B9%D9%85%D9%8A%D8%B4-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-220%D9%85/HMM-S-8448,4.0,4.0,220.0,,,310000.0,0,0,طابق أرضي,Full Floor,"رجم عميش,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مخزن - مطبخ - ترس - كراج خاص - مداخل عدد 2,*يتم التسليم في شهر 5/2026 *ملاحظة: صورة الاعلان تعبيرية,696
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B1%D8%AC%D9%85-%D8%B9%D9%85%D9%8A%D8%B4-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-220%D9%85/HMM-S-8449,4.0,4.0,220.0,,,285000.0,0,0,طابق أول,Normal,"رجم عميش,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مخزن - مطبخ - بلكونة - كراج,*يتم التسليم في شهر 5/2026 *ملاحظة: صورة الاعلان تعبيرية,697
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B1%D8%AC%D9%85-%D8%B9%D9%85%D9%8A%D8%B4-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-153%D9%85/HMM-S-8450,3.0,3.0,153.0,,,260000.0,0,0,روف,Normal,"رجم عميش,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشة - مخزن - مطبخ - ترس عدد 2 - كراج,*يتم التسليم في شهر 5/2026 *ملاحظة: صورة الاعلان تعبيرية,698
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-188%D9%85/HMM-S-8455,3.0,3.0,188.0,,,148000.0,0,0,طابق شبه أرضي,Normal,"دابوق,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - غرفة معيشه - صالون - - مخزن - غرفة غسيل - كراج,ارضيات باركيه - تكييف وحدات - تدفئة تحت البلاط - مطبخ راكب - خزائن - حمامات معلقة - اباجورات كهربائية - ديكورات جبصين + خشبية - شاور بوكس - موقد - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,699
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-375%D9%85/HMM-S-8464,4.0,6.0,375.0,,,420000.0,0,0,طابق أرضي,Normal,"عبدون,  عمان,  الأردن",4 نوم ماستر - 6 حمامات - صالون - غرفة معيشة - مطبخ - غرفة خادمة وغرفة غسيل - ترس - حديقة - كراج **مميزات الشقة**,"ارضيات بورسلان - تكييف مركزي - تدفئة تحت - زجاج دبل - كاميرات مراقبة - تشطيبات سوبر ديلوكس - ديكورات جبصين - حمامات معلقة - اباجورات كهرباء - شاور بوكس - مصعد - انارة سبوت لايت - تقع في حي هادئ السعر : 420,000 دينار اردني",700
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-300%D9%85/HMM-S-8465,4.0,6.0,300.0,,,320000.0,0,0,طابق ثاني,Normal,"عبدون,  عمان,  الأردن",4 نوم ماستر - 6 حمامات - صالون - غرفة معيشة - مطبخ - مخزن - غرفة خادمة - بلكونة - كراج **مميزات الشقة**,"ارضيات رخام - تكييف مركزي - تدفئة تحت البلاط - زجاج دبل - تشطيبات سوبر ديلوكس - ديكورات جبصين - حمامات معلقة - اباجورات كهرباء - شاور بوكس - مصعد - انارة سبوت لايت - تقع في حي هادئ السعر : 320,000 دينار اردني",701
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-245%D9%85/HMM-S-8469,4.0,4.0,245.0,,,185000.0,0,0,,Normal,"عبدون,  عمان,  الأردن",4 غرف نوم (2 ماستر) - 4 حمامات - صالون - غرفة معيشه - مطبخ - - مخزن - غرفة غسيل - كراج,"السعر: 185,000 دينار اردني",702
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%85-%D8%A7%D8%B0%D9%8A%D9%86%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-212%D9%85/HMM-S-8471,4.0,4.0,212.0,,,235000.0,0,0,,Normal,"ام اذينة,  عمان,  الأردن",4 غرف نوم (2 ماستر) - 4 حمامات - صالون - غرفة معيشه - مطبخ - حديقة - مخزن - كراج - مدخلين,ارضيات رخام + باركيه - تكييف مركزي - تدفئة تحت البلاط على الغاز - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,703
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-250%D9%85/HMM-S-8481,4.0,4.0,250.0,,,8.0,0,0,طابق أرضي,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات بورسلان - وحدات تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,704
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D8%A8%D9%85%D8%AF%D8%AE%D9%84-%D8%AE%D8%A7%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-225%D9%85/HMM-S-8482,3.0,4.0,225.0,,,8.0,0,0,طابق أرضي,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات بورسلان - وحدات تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,705
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-225%D9%85/HMM-S-8483,3.0,4.0,225.0,,,8.0,0,0,طابق أول,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,706
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-250%D9%85/HMM-S-8484,4.0,4.0,250.0,,,8.0,0,0,طابق ثاني,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 4 ( 2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - ترس - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,707
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-265%D9%85/HMM-S-8485,3.0,4.0,265.0,,,8.0,0,0,طابق أخير مع روف,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم ماسترعدد 3 - حمامات عدد 4 - صالون - غرف معيشة عدد 2 - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,708
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-250%D9%85/HMM-S-8486,4.0,4.0,300.0,,,8.0,0,0,طابق أخير مع روف,Duplex,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرف معيشة عدد 2 - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,709
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AD%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%88%D8%A7%D8%A8%D9%84%D8%B3%D8%A9%D8%8C-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-190%D9%85/HMM-S-8499,3.0,3.0,190.0,,,170000.0,0,0,طابق أول,Normal,"حجار النوابلسة,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة غرفة غسيل - مخزن - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة تحت البلاط على الغاز - خزائن - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس.,710
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-200%D9%85/HMM-S-8500,3.0,3.0,200.0,,,250000.0,1,0,طابق شبه أرضي,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - غرفة خادمة و غسيل - مخزن - ترس عدد 2 -- كراج - مدخل عدد 3,أرضيات بورسلان + رخام - مطبخ راكب - وحدات تكييف - تدفئة - خزائن بالحائط - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - موقد - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - زجاج دبل - انارة مخفية - تشطيبات سوبر ديلوكس,711
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D9%85%D8%B3%D8%A8%D8%AD-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D9%8A%D8%AF%D9%88%D8%B1%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-240%D9%85/HMM-S-8501,4.0,4.0,240.0,,,265000.0,0,1,طابق أرضي,Normal,"كوريدور عبدون,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مخزن - غرفة خادمة + غسيل - مطبخ - بلكونة - كراج - مداخل عدد 2,*ملاحظة: صورة الاعلان تعبيرية *يتم تسليم الشقة في شهر 8,712
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D8%A8%D9%85%D8%AF%D8%AE%D9%84-%D8%AE%D8%A7%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D9%8A%D8%AF%D9%88%D8%B1%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-215%D9%85/HMM-S-8502,3.0,4.0,215.0,,,237000.0,0,0,طابق أرضي,Normal,"كوريدور عبدون,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مخزن - غرفة خادمة + غسيل - مطبخ - ترس - كراج - مداخل عدد 2,*ملاحظة: صورة الاعلان تعبيرية *يتم تسليم الشقة في شهر 8,713
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-85%D9%85/HMM-R-3515,1.0,1.0,85.0,,8500.0,,1,0,طابق ثاني,Normal,"دير غبار,  عمان,  الأردن",غرفة نوم - حمام - غرفة معيشة - كراج,"السعر: 8,500 دينار اردني سنويا",714
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-110%D9%85/HMM-R-3517,2.0,2.0,110.0,,12000.0,,1,0,تسوية أولى,,"صويفية,  عمان,  الأردن",2 غرف نوم (1 ماستر) - 2 حمامات - غرفة معيشة - كراج,مطبخ راكب - ارضيات رخام + بورسلان - تكييف وحدات - خزائن بالحائط - زجاج دبل - كاميرات مراقبة - ابواب امان - ديكورات جبصين - حمامات معلقة - اباجورات كهرباء - شاور بوكس - بئر ماء - مصعد - انارة مخفية -تشطيبات سوبر ديلوكس,715
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-169%D9%85/HMM-R-3518,3.0,3.0,169.0,,13000.0,,1,0,طابق أرضي,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - مخزن - ترس - كراج - مدخل عدد 2,أرضيات بورسلان - وحدات تكييف - تدفئة على الغاز - مطبخ راكب - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - إنارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,716
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-140%D9%85/HMM-R-3521,2.0,2.0,140.0,,16000.0,,0,0,طابق أول,Normal,"عبدون,  عمان,  الأردن",2 غرف نوم - 2 حمامات - غرفة معيشة - مطبخ - بلكونة - كراج,ارضيات بورسلان - تكييف مركزي - مطبخ راكب - خزائن بالحائط - ابواب امان - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,717
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-290%D9%85/HMM-R-3525,4.0,5.0,290.0,,30000.0,,0,0,طابق أرضي,Normal,"دير غبار,  عمان,  الأردن",4 غرف نوم (2 ماستر) - 5 حمامات ndash; صالون ndash; 2 غرفة معيشه - مطبخ ndash; ترس - بلكونة - كراج - 4 مدخل,,718
