source_apartment_id,recommended_apartment_id,rank,similarity_score
88,80,5,0.7040142055876064
89,90,1,0.9022408999050581
89,111,2,0.8956941934121618
89,244,3,0.8122700922262536
89,284,4,0.7859534392420666
89,388,5,0.7727696739948741
90,89,1,0.9022408999050581
90,111,2,0.8413166248593315
90,284,3,0.8385424366246138
90,388,4,0.8186947944960707
90,244,5,0.7229823394531683
91,283,1,0.8664291446869974
91,435,2,0.7813409726986263
91,72,3,0.6814570786735467
91,261,4,0.6220001878117388
91,494,5,0.5976271491931672
92,31,1,0.7683643349836081
92,299,2,0.7452005462988772
92,194,3,0.7443018913752467
92,65,4,0.7409605503488158
92,265,5,0.7338436711910629
93,258,1,0.8049722899963828
93,257,2,0.7671200162476359
93,169,3,0.5012770325054915
93,670,4,0.40699332381945685
93,162,5,0.38131338691952965
94,96,1,0.9402300083140017
94,456,2,0.8737776418012186
94,361,3,0.7809461357305424
94,298,4,0.7752450992403135
94,296,5,0.7692882304943548
95,120,1,0.5666381067218249
95,142,2,0.564573159845821
96,94,1,0.9402300083140017
96,456,2,0.8602087738198289
96,361,3,0.7820138582830847
96,296,4,0.7712398242858305
96,51,5,0.7601867692442901
97,208,1,0.46511033004817876
97,538,2,0.39991791465838356
97,387,3,0.385658888550038
97,500,4,0.3780620872713799
97,48,5,0.3766430828864178
98,566,1,0.7632587273054294
98,260,2,0.7561674741588486
98,275,3,0.7556290692880246
98,259,4,0.6897823325225976
98,463,5,0.6877039156327777
99,145,1,0.8201215070182571
99,227,2,0.8082704834709771
99,228,3,0.8082704834709771
99,545,4,0.8038141241089853
99,225,5,0.8033015267724932
100,101,1,0.9933056796059025
100,87,2,0.9354687926042023
100,418,3,0.8523448582428509
100,402,4,0.8472964377083672
100,403,5,0.8456880286234376
101,100,1,0.9933056796059025
101,87,2,0.9427532370526969
101,418,3,0.8457412137279913
101,402,4,0.8383634271610975
101,401,5,0.8360803377710642
102,125,1,0.33769364134333696
102,360,2,0.309106211199732
102,224,3,0.3046199804143032
102,530,4,0.28112167172460545
102,205,5,0.25639561695906077
103,46,1,0.8070461940040139
103,527,2,0.7841206017736211
103,528,3,0.7841206017736211
103,534,4,0.7675130803238399
103,44,5,0.7112632875730995
104,350,1,0.8402353722997132
104,253,2,0.8242861392515848
104,129,3,0.8221569416199523
104,359,4,0.8195565703902895
104,25,5,0.7997731302591238
105,425,1,0.8412371873020804
105,140,2,0.8003400283413207
105,87,3,0.777720161007733
105,136,4,0.7714954395990147
105,418,5,0.7418939628935607
106,292,1,0.6283801137615331
106,531,2,0.539851981549103
106,336,3,0.5340760145475622
106,468,4,0.4863750118406142
106,294,5,0.43969197741995486
107,316,1,0.8142733219991023
107,313,2,0.6936971000468414
107,196,3,0.655227979163281
107,35,4,0.5752523955071726
107,67,5,0.5557574273275979
108,175,1,0.7859878893658917
108,138,2,0.7611638423401865
108,287,3,0.7551681795797549
108,616,4,0.7210043915221643
108,141,5,0.6659975748274137
109,86,1,0.9466165064238539
109,437,2,0.823632793444506
109,645,3,0.7919059325927336
109,153,4,0.7792372015800213
109,77,5,0.7721963296197532
110,211,1,0.7330379277251658
110,99,2,0.6405459694421488
110,617,3,0.6142485124622135
110,73,4,0.6050345580031475
110,74,5,0.6015174870526525
111,89,1,0.8956941934121618
111,244,2,0.8640239587602759
111,90,3,0.8413166248593315
111,284,4,0.7621331808004913
111,388,5,0.7590044347225638
112,117,1,0.9146784029211951
112,278,2,0.8736063576403363
112,229,3,0.8302890093690966
112,543,4,0.8135378092279402
112,330,5,0.7917395418804928
113,315,1,0.7374858583103068
113,234,2,0.6861459978813134
113,47,3,0.6838989078450889
113,165,4,0.6760264816250819
113,210,5,0.6406840644189447
114,115,1,0.9977121224067472
114,109,2,0.7093648858081614
114,86,3,0.6734075181631488
114,200,4,0.6711197347020872
114,75,5,0.6426625947065986
115,114,1,0.9977121224067472
115,109,2,0.725452852392283
115,86,3,0.6899249801077694
115,200,4,0.6716587041307853
115,75,5,0.6507631868352454
116,55,1,0.7156171532478377
116,88,2,0.5184765925221658
116,30,3,0.47200846789785234
116,325,4,0.46158739566403945
116,291,5,0.4428661336345397
117,112,1,0.9146784029211951
117,389,2,0.8268873071173704
117,467,3,0.7922435925281964
117,278,4,0.789879447834252
117,369,5,0.759483383354101
118,171,1,0.8126331795365319
118,610,2,0.738931604457008
118,28,3,0.7256479966853302
118,565,4,0.7143590649209
118,332,5,0.696090939914301
119,176,1,0.67854172697142
119,328,2,0.6470562825776323
119,599,3,0.6237379776970418
119,351,4,0.6077533078672903
119,601,5,0.6061688235484124
120,142,1,0.890215106710331
